data_point_id,source_paper,source_doi,feedstock_type,feedstock_category,feedstock_cellulose_pct,feedstock_hemicellulose_pct,feedstock_lignin_pct,feedstock_moisture_pct,feedstock_ash_pct,pyrolysis_temp_C,heating_rate_C_min,residence_time_h,pyrolysis_atmosphere,BET_surface_area_m2g,total_pore_volume_cm3g,micropore_volume_cm3g,mesopore_volume_cm3g,avg_pore_diameter_nm,C_pct,H_pct,N_pct,O_pct,H_C_molar_ratio,O_C_molar_ratio,pH,modification_type,Fe_loading_pct,modification_concentration_M,Qmax_Pb2_mg_g,Qmax_Cd2_mg_g,Qmax_Cr6_mg_g,Qmax_As3_mg_g,CO2_capacity_mmol_g,solution_pH,adsorbent_dosage_g_L,initial_metal_conc_mg_L,contact_time_h,temperature_C
DP-0853,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Rice husk,Agricultural,32.9,17.0,28.4,6.5,8.7,550,10,1.0,Ar,267.3,0.2312,0.0791,0.1521,3.5,56.1,3.2,2.03,30.0,0.684,0.401,8.9,Fe-loading,14.0,0.0,227.3,162.5,50.5,94.9,2.33,5.0,1.0,100,6,40
DP-0854,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Miscanthus,Agricultural,54.1,29.7,36.5,7.3,5.0,700,5,1.0,N2,433.3,0.2957,0.1774,0.1183,2.7,72.8,2.4,2.14,17.7,0.396,0.182,11.3,None,0.0,0.0,126.9,92.1,32.1,66.0,3.39,6.5,5.0,10,2,20
DP-0855,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Switchgrass,Agricultural,40.0,17.1,27.4,2.3,6.4,650,5,1.5,N2,320.6,0.2033,0.0515,0.1518,2.5,59.3,3.9,1.36,29.0,0.789,0.367,11.1,MnO2,0.0,0.83,146.5,109.0,40.4,82.3,1.36,6.5,5.0,100,6,35
DP-0856,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Peanut shell,Agricultural,23.5,25.2,25.7,6.3,2.3,600,15,1.0,CO2,327.8,0.1816,0.0842,0.0974,2.2,69.9,2.6,2.18,23.0,0.446,0.247,10.8,None,0.0,0.0,106.3,108.8,54.2,60.2,2.07,6.0,4.0,100,6,50
DP-0857,Palansooriya_2022,10.1021/acs.est.1c08302,Rice husk,Agricultural,31.9,24.9,24.8,9.1,4.6,550,5,1.0,N2,403.5,0.242,0.1508,0.0912,2.4,50.2,5.4,2.83,37.0,1.291,0.553,7.2,Acid-treatment,0.0,1.36,134.3,114.5,66.9,65.5,3.54,7.0,5.0,50,6,30
DP-0858,Palansooriya_2022,10.1021/acs.est.1c08302,Bamboo,Woody,45.4,8.7,18.1,10.7,5.8,700,5,1.0,N2,391.6,0.2673,0.0884,0.1789,2.7,65.8,1.5,1.39,25.5,0.274,0.291,10.9,None,0.0,0.0,121.2,104.8,45.6,69.9,3.36,6.5,4.0,50,2,25
DP-0859,Long_2024,10.1016/j.chemosphere.2024.141584,Wheat straw,Agricultural,26.7,33.7,22.4,12.1,2.1,450,15,2.0,N2,217.4,0.1343,0.0535,0.0808,2.5,55.1,4.8,1.08,36.9,1.045,0.502,9.3,Fe-loading,8.5,0.0,214.9,133.8,53.9,100.9,1.87,5.0,4.0,200,4,35
DP-0860,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Hickory wood,Woody,56.0,22.5,22.4,10.4,12.3,500,10,2.0,N2,323.0,0.1555,0.0666,0.0889,1.9,57.3,3.9,0.74,25.8,0.817,0.338,9.1,Acid-treatment,0.0,0.27,142.9,84.2,42.8,49.8,2.76,6.0,2.0,200,4,25
DP-0861,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Rice husk,Agricultural,25.7,26.9,12.0,8.3,18.2,550,3,2.0,N2,319.4,0.2518,0.1048,0.147,3.2,58.8,3.1,0.69,19.2,0.633,0.245,9.6,None,0.0,0.0,118.3,72.8,15.8,55.9,1.88,5.5,4.0,10,2,25
DP-0862,Sun_2022,10.1016/j.scitotenv.2022.154668,Bamboo,Woody,32.6,16.0,17.6,12.7,5.8,500,5,4.0,N2,229.1,0.1889,0.0661,0.1228,3.3,60.1,3.7,3.48,26.9,0.739,0.336,8.0,Acid-treatment,0.0,1.29,109.2,125.8,25.1,53.2,2.29,5.0,2.0,100,4,35
DP-0863,Shen_2024,10.1016/j.jhazmat.2024.133442,Rice husk,Agricultural,40.6,30.1,19.6,7.7,1.1,700,1,0.5,Ar,499.9,0.2719,0.1633,0.1086,2.2,70.8,2.1,2.61,23.4,0.356,0.248,10.9,None,0.0,0.0,123.5,99.4,38.8,57.8,3.89,7.0,1.0,100,12,30
DP-0864,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Banana peel,Agricultural,38.8,18.9,20.9,5.5,8.2,300,5,2.0,N2,184.5,0.1517,0.055,0.0967,3.3,50.2,4.9,0.74,36.0,1.171,0.538,7.0,MnO2,0.0,1.1,117.9,87.6,30.1,48.1,1.6,7.0,1.0,200,12,50
DP-0865,Yuan_2021,10.1021/acs.est.1c01849,Sawdust,Woody,18.2,30.7,19.9,8.2,10.8,300,10,2.0,N2,74.6,0.0385,0.0087,0.0298,2.1,56.1,6.2,1.54,25.4,1.326,0.34,9.0,Acid-treatment,0.0,0.64,104.9,69.5,39.2,51.4,0.55,7.0,4.0,50,48,20
DP-0866,Shen_2024,10.1016/j.jhazmat.2024.133442,Bamboo,Woody,30.2,28.5,29.1,6.3,8.0,600,5,2.0,N2,451.0,0.2774,0.2003,0.0771,2.5,69.6,1.2,0.73,20.5,0.207,0.221,7.4,MnO2,0.0,0.84,89.5,78.9,36.6,58.4,3.01,7.0,2.0,20,2,40
DP-0867,Palansooriya_2022,10.1021/acs.est.1c08302,Sawdust,Woody,50.5,30.8,19.6,17.0,14.2,500,20,1.0,N2,259.1,0.2094,0.0376,0.1718,3.2,53.9,2.2,0.51,29.2,0.49,0.406,8.4,None,0.0,0.0,102.4,96.7,25.1,82.2,3.16,5.5,10.0,50,6,20
DP-0868,Long_2024,10.1016/j.chemosphere.2024.141584,Rice husk,Agricultural,42.0,35.3,6.8,9.7,14.1,700,5,2.0,N2,364.0,0.1939,0.0506,0.1433,2.1,64.7,2.0,1.69,17.5,0.371,0.203,8.3,Acid-treatment,0.0,0.9,107.1,93.8,30.9,58.0,2.55,8.0,0.5,10,6,30
DP-0869,Sun_2022,10.1016/j.scitotenv.2022.154668,Oak wood,Woody,33.9,11.8,13.0,10.3,15.8,450,5,2.0,N2,232.5,0.1434,0.0572,0.0862,2.5,53.1,4.4,0.42,26.3,0.994,0.371,7.3,None,0.0,0.0,124.6,121.6,16.8,72.8,1.85,6.5,1.0,10,1,40
DP-0870,Ma_2023,10.1016/j.seppur.2022.122521,Pine wood,Woody,38.1,12.5,17.7,5.1,7.1,500,5,1.0,N2,220.1,0.1739,0.0637,0.1102,3.2,61.7,5.1,0.72,25.4,0.992,0.309,7.6,Fe-loading,2.2,0.0,112.6,113.6,23.7,78.7,1.8,5.0,1.0,200,6,35
DP-0871,Yuan_2021,10.1021/acs.est.1c01849,Pine wood,Woody,39.1,23.3,19.9,6.5,8.4,700,1,2.0,N2,530.3,0.3293,0.15,0.1793,2.5,62.5,3.0,1.38,24.7,0.576,0.296,10.8,None,0.0,0.0,125.7,115.9,41.9,80.0,3.18,5.5,5.0,50,24,40
DP-0872,Yuan_2021,10.1021/acs.est.1c01849,Pine wood,Woody,30.9,30.0,21.6,7.3,0.5,500,3,1.0,N2,310.3,0.173,0.055,0.118,2.2,51.1,3.1,1.38,43.9,0.728,0.644,9.3,ZnO,0.0,0.95,142.2,138.7,50.7,99.6,2.0,8.0,5.0,200,4,25
DP-0873,Yuan_2021,10.1021/acs.est.1c01849,Corncob,Agricultural,29.9,22.0,16.6,11.8,11.4,550,10,2.0,N2,346.5,0.2186,0.0555,0.1631,2.5,52.4,4.6,5.1,26.5,1.053,0.379,9.0,None,0.0,0.0,80.7,84.3,22.8,75.1,3.61,6.0,4.0,50,24,25
DP-0874,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Coconut shell,Woody,61.0,25.3,13.1,11.9,2.0,500,5,2.0,N2,341.0,0.2748,0.0729,0.2019,3.2,67.9,5.1,1.06,23.9,0.901,0.264,9.0,None,0.0,0.0,104.5,110.7,39.2,69.3,3.42,9.0,1.0,20,4,30
DP-0875,Palansooriya_2022,10.1021/acs.est.1c08302,Sugarcane bagasse,Agricultural,53.2,20.0,45.0,5.0,7.1,650,10,1.0,N2,386.6,0.2466,0.0738,0.1728,2.6,68.2,3.5,1.56,19.6,0.616,0.216,8.8,N-doping,0.0,0.83,103.5,61.6,31.0,61.9,2.23,6.5,0.5,50,12,35
DP-0876,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Palm kernel shell,Woody,40.4,28.8,32.7,10.8,10.7,650,5,3.0,N2,415.1,0.3142,0.1417,0.1725,3.0,57.2,2.9,3.23,26.0,0.608,0.341,9.4,None,0.0,0.0,136.4,89.7,41.9,71.2,4.12,8.0,5.0,10,2,30
DP-0877,Ma_2023,10.1016/j.seppur.2022.122521,Sugarcane bagasse,Agricultural,42.6,29.3,18.9,8.1,11.5,400,15,1.0,N2,215.6,0.1982,0.0558,0.1424,3.7,57.1,4.5,6.7,20.2,0.946,0.265,7.9,N-doping,0.0,1.14,103.7,68.3,29.7,55.0,3.09,8.0,2.0,10,4,25
DP-0878,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Switchgrass,Agricultural,52.1,27.2,15.3,5.4,17.8,600,20,2.0,N2,342.4,0.2511,0.0861,0.165,2.9,67.0,3.3,0.26,11.6,0.591,0.13,9.5,N-doping,0.0,1.11,83.2,73.9,6.1,36.6,2.38,5.5,4.0,200,12,25
DP-0879,Shen_2024,10.1016/j.jhazmat.2024.133442,Corn stover,Agricultural,36.3,35.4,22.8,8.3,7.3,550,15,2.0,N2,346.7,0.2495,0.1673,0.0822,2.9,57.1,3.4,0.56,31.6,0.715,0.415,9.2,None,0.0,0.0,122.7,128.5,32.8,68.2,2.12,5.5,1.0,200,12,25
DP-0880,Ma_2023,10.1016/j.seppur.2022.122521,Rice husk,Agricultural,41.7,9.1,30.6,4.8,0.5,750,5,1.5,N2,416.7,0.2355,0.0945,0.141,2.3,64.6,2.6,1.93,30.4,0.483,0.353,9.6,None,0.0,0.0,167.2,106.0,39.4,74.6,2.02,4.0,0.5,50,6,25
DP-0881,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Corncob,Agricultural,42.3,18.8,29.2,7.5,1.7,350,5,1.5,N2,108.8,0.047,0.0184,0.0286,1.7,46.4,5.3,1.02,45.0,1.371,0.727,6.8,MnO2,0.0,0.57,159.4,117.1,37.4,63.8,0.57,9.0,5.0,200,6,50
DP-0882,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Corncob,Agricultural,33.7,18.6,21.1,4.1,5.0,700,10,1.5,N2,482.8,0.2976,0.1106,0.187,2.5,64.7,3.2,0.45,26.6,0.594,0.308,9.8,None,0.0,0.0,142.2,94.1,46.9,67.6,3.49,5.0,2.0,20,4,25
DP-0883,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Sewage sludge,Waste,56.4,30.9,32.7,5.9,9.0,450,10,1.0,N2,224.3,0.1712,0.0347,0.1365,3.1,58.2,4.7,1.17,26.9,0.969,0.347,8.7,MgO,0.0,1.86,108.6,104.0,28.7,61.3,1.78,6.0,5.0,100,24,35
DP-0884,Shen_2024,10.1016/j.jhazmat.2024.133442,Wheat straw,Agricultural,37.7,23.3,25.4,8.6,2.9,800,5,1.0,N2,572.3,0.2695,0.1611,0.1084,1.9,71.5,1.9,0.52,23.2,0.319,0.243,11.4,None,0.0,0.0,128.2,87.2,50.1,59.2,3.97,9.0,5.0,50,24,25
DP-0885,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Soybean straw,Agricultural,25.7,13.0,25.3,5.7,11.3,400,5,3.0,N2,179.6,0.15,0.0508,0.0992,3.3,46.5,4.6,0.73,36.9,1.187,0.595,7.7,None,0.0,0.0,99.0,86.6,34.2,66.5,2.52,9.0,1.0,100,12,35
DP-0886,Yuan_2021,10.1021/acs.est.1c01849,Rice husk,Agricultural,44.1,33.6,30.8,11.4,5.0,750,10,1.0,N2,384.5,0.2726,0.1603,0.1123,2.8,77.7,2.3,0.41,14.6,0.355,0.141,10.9,Fe-loading,9.2,0.0,134.7,125.9,31.7,77.5,3.11,5.0,1.0,200,12,50
DP-0887,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Coconut shell,Woody,26.1,15.3,12.6,9.3,10.2,700,5,4.0,N2,650.7,0.3996,0.1105,0.2891,2.5,70.0,3.7,1.72,14.4,0.634,0.154,9.1,None,0.0,0.0,105.4,96.8,15.1,52.2,3.14,7.0,2.0,50,12,25
DP-0888,Ma_2023,10.1016/j.seppur.2022.122521,Sugarcane bagasse,Agricultural,34.2,23.7,28.3,9.1,8.4,500,20,3.0,Ar,294.7,0.2017,0.0735,0.1282,2.7,64.2,4.1,1.89,21.4,0.766,0.25,7.6,Fe-loading,7.4,0.0,139.2,146.0,35.6,82.4,2.0,5.5,5.0,20,12,30
DP-0889,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Rice husk,Agricultural,26.6,25.2,18.0,4.3,1.4,600,3,3.0,CO2,308.2,0.1813,0.1199,0.0614,2.4,68.4,3.1,1.2,25.9,0.544,0.284,9.5,ZnO,0.0,1.82,111.6,96.5,44.5,56.1,1.74,6.5,2.0,100,2,30
DP-0890,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Peanut shell,Agricultural,48.7,25.7,18.1,7.6,3.8,500,5,3.0,Ar,349.2,0.2417,0.0673,0.1744,2.8,51.4,3.0,1.21,40.6,0.7,0.592,7.1,None,0.0,0.0,132.5,130.7,35.0,64.8,1.53,5.5,4.0,100,24,25
DP-0891,Yuan_2021,10.1021/acs.est.1c01849,Oak wood,Woody,24.4,35.6,20.5,6.4,10.8,450,5,2.0,CO2,343.2,0.2547,0.0781,0.1766,3.0,58.3,4.8,1.67,24.4,0.988,0.314,8.4,ZnO,0.0,1.28,111.6,104.8,36.2,67.3,1.85,7.0,1.0,50,12,30
DP-0892,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Corn stover,Agricultural,54.8,14.3,41.2,10.3,9.2,800,20,0.5,N2,411.8,0.2067,0.06,0.1467,2.0,70.8,1.1,8.5,10.4,0.186,0.11,10.3,None,0.0,0.0,82.8,75.9,20.4,48.1,4.91,7.0,0.5,50,12,30
DP-0893,Long_2024,10.1016/j.chemosphere.2024.141584,Sewage sludge,Waste,48.9,25.3,33.7,13.7,0.5,750,3,1.5,N2,339.0,0.1685,0.0663,0.1022,2.0,65.6,1.7,0.58,31.6,0.311,0.361,10.0,Acid-treatment,0.0,0.3,151.8,107.8,47.9,69.6,2.74,4.0,0.5,100,4,25
DP-0894,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Wheat straw,Agricultural,25.6,25.6,26.0,6.3,4.3,600,5,2.0,CO2,296.6,0.1799,0.098,0.0819,2.4,62.4,3.1,0.96,29.2,0.596,0.351,8.9,None,0.0,0.0,108.9,88.8,32.8,81.7,3.78,6.0,5.0,50,4,25
DP-0895,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Sugarcane bagasse,Agricultural,33.0,13.2,28.1,11.4,7.1,700,15,1.0,Ar,503.0,0.2987,0.172,0.1267,2.4,69.5,3.0,1.88,18.5,0.518,0.2,9.8,Fe-loading,11.5,0.0,191.7,120.0,36.4,114.3,1.47,5.0,4.0,100,2,30
DP-0896,Ma_2023,10.1016/j.seppur.2022.122521,Pine wood,Woody,44.9,17.5,18.5,4.8,7.5,600,15,3.0,CO2,360.1,0.2613,0.134,0.1273,2.9,60.6,4.7,1.14,26.1,0.931,0.323,9.6,Fe-loading,2.2,0.0,117.7,92.7,33.3,67.5,2.97,8.0,4.0,200,12,30
DP-0897,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Hickory wood,Woody,41.1,32.2,28.0,8.6,9.0,300,3,3.0,N2,212.7,0.1362,0.045,0.0912,2.6,44.2,4.1,2.07,40.6,1.113,0.689,7.8,None,0.0,0.0,128.3,136.3,50.0,89.2,2.09,8.0,1.0,20,12,35
DP-0898,Palansooriya_2022,10.1021/acs.est.1c08302,Palm kernel shell,Woody,37.5,32.8,32.4,4.4,12.8,800,15,4.0,N2,633.1,0.3574,0.1104,0.247,2.3,75.3,1.3,6.21,4.4,0.207,0.044,10.3,None,0.0,0.0,98.2,78.5,28.8,59.0,4.64,6.0,4.0,100,4,20
DP-0899,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Banana peel,Agricultural,52.1,25.0,26.8,8.3,5.3,600,15,2.0,N2,359.1,0.2272,0.1325,0.0947,2.5,53.8,2.0,5.42,33.5,0.446,0.467,8.3,None,0.0,0.0,134.4,104.4,42.0,48.6,2.77,9.0,4.0,20,6,35
DP-0900,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Wheat straw,Agricultural,42.9,19.4,37.0,2.0,4.6,600,10,1.5,N2,425.6,0.2469,0.0711,0.1758,2.3,64.5,4.1,0.48,26.3,0.763,0.306,7.9,Fe-loading,1.2,0.0,137.0,70.0,39.7,77.2,2.36,5.0,0.5,10,6,30
DP-0901,Ma_2023,10.1016/j.seppur.2022.122521,Sugarcane bagasse,Agricultural,31.7,29.4,22.0,6.2,9.8,500,1,0.5,N2,295.8,0.1734,0.074,0.0994,2.3,58.0,4.7,2.11,25.4,0.972,0.328,9.9,N-doping,0.0,1.96,130.4,74.7,44.6,70.7,2.15,6.0,2.0,100,2,25
DP-0902,Sun_2022,10.1016/j.scitotenv.2022.154668,Wheat straw,Agricultural,20.8,12.0,20.8,5.2,5.0,500,30,0.5,N2,353.4,0.2522,0.092,0.1602,2.9,62.3,3.9,1.43,27.4,0.751,0.33,9.7,Fe-loading,12.3,0.0,186.4,140.5,71.2,125.6,1.77,6.5,5.0,100,4,25
DP-0903,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Coconut shell,Woody,38.0,26.0,19.7,8.9,12.9,500,10,0.5,N2,416.6,0.2947,0.1265,0.1682,2.8,56.8,4.8,1.91,23.6,1.014,0.312,9.2,None,0.0,0.0,131.9,46.8,38.3,66.4,2.8,3.0,1.0,50,48,35
DP-0904,Palansooriya_2022,10.1021/acs.est.1c08302,Wheat straw,Agricultural,36.7,25.1,36.9,17.1,0.5,700,10,2.0,N2,476.7,0.2969,0.156,0.1409,2.5,61.2,3.9,3.12,31.3,0.765,0.384,9.2,Fe-loading,1.6,0.0,131.9,122.7,40.0,63.3,3.3,5.5,1.0,50,4,30
DP-0905,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Olive pomace,Woody,43.0,30.5,17.1,5.8,4.0,550,1,1.5,N2,282.7,0.1961,0.0998,0.0963,2.8,60.0,2.1,0.64,33.3,0.42,0.416,8.7,MgO,0.0,1.88,138.2,96.3,53.4,60.5,2.0,6.0,4.0,50,48,25
DP-0906,Sun_2022,10.1016/j.scitotenv.2022.154668,Oak wood,Woody,38.8,18.0,32.0,5.8,9.7,500,20,1.0,N2,283.9,0.173,0.0684,0.1046,2.4,61.1,4.1,1.86,23.2,0.805,0.285,8.6,None,0.0,0.0,130.9,86.7,26.4,80.4,2.71,5.0,1.0,100,4,25
DP-0907,Palansooriya_2022,10.1021/acs.est.1c08302,Rice husk,Agricultural,37.8,36.3,27.4,11.3,3.4,450,10,1.0,CO2,331.2,0.1692,0.0571,0.1121,2.0,56.0,4.0,0.31,36.3,0.857,0.486,8.4,None,0.0,0.0,188.3,103.2,42.6,62.1,1.47,5.0,2.0,20,12,25
DP-0908,Ma_2023,10.1016/j.seppur.2022.122521,Water hyacinth,Waste,50.1,14.7,12.1,11.3,6.6,600,15,4.0,N2,321.7,0.1512,0.0954,0.0558,1.9,66.1,2.3,1.17,23.8,0.418,0.27,7.1,Base-treatment,0.0,0.43,102.2,100.3,29.4,47.0,2.53,8.0,1.0,200,24,30
DP-0909,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Wheat straw,Agricultural,32.6,19.6,7.2,10.6,1.7,800,1,2.0,N2,451.9,0.2584,0.0888,0.1696,2.3,76.8,1.0,2.47,18.0,0.156,0.176,9.4,None,0.0,0.0,104.0,70.3,26.9,52.9,3.55,6.0,4.0,200,4,30
DP-0910,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Coffee grounds,Agricultural,58.2,8.0,26.3,4.1,1.8,400,3,0.5,N2,253.1,0.1973,0.0483,0.149,3.1,46.5,4.0,1.04,45.0,1.032,0.726,6.4,None,0.0,0.0,166.7,135.7,66.1,87.3,0.7,5.0,5.0,100,6,50
DP-0911,Yuan_2021,10.1021/acs.est.1c01849,Corn stover,Agricultural,38.6,36.0,19.7,6.9,10.9,500,1,2.0,N2,202.8,0.185,0.0574,0.1276,3.6,55.7,3.9,1.23,28.3,0.84,0.381,7.7,None,0.0,0.0,107.5,87.9,29.5,87.5,2.33,7.0,4.0,20,6,30
DP-0912,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Sugarcane bagasse,Agricultural,38.0,24.2,24.1,13.5,11.8,550,30,1.5,N2,377.0,0.2232,0.1068,0.1164,2.4,67.1,3.5,0.31,17.3,0.626,0.193,8.0,None,0.0,0.0,77.0,89.7,14.3,57.2,2.74,7.0,0.5,10,4,20
DP-0913,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Corn stover,Agricultural,37.7,25.1,26.7,11.3,8.9,550,10,2.0,CO2,367.6,0.2089,0.0558,0.1531,2.3,55.9,4.5,1.03,29.7,0.966,0.398,8.9,None,0.0,0.0,111.0,108.5,48.2,72.8,2.08,4.0,1.0,200,24,25
DP-0914,Palansooriya_2022,10.1021/acs.est.1c08302,Water hyacinth,Waste,35.2,22.7,16.8,6.9,5.5,500,20,1.0,Ar,257.5,0.1848,0.0792,0.1056,2.9,58.5,4.6,2.17,29.2,0.944,0.374,8.9,None,0.0,0.0,67.7,92.6,34.9,72.7,3.1,7.0,0.5,100,4,40
DP-0915,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Hickory wood,Woody,30.7,15.9,13.5,9.0,1.1,650,1,1.5,N2,382.6,0.2548,0.1787,0.0761,2.7,67.5,3.4,1.12,26.9,0.604,0.299,10.8,Acid-treatment,0.0,1.14,103.8,122.5,35.6,89.0,3.68,5.0,10.0,100,4,35
DP-0916,Long_2024,10.1016/j.chemosphere.2024.141584,Rice husk,Agricultural,63.9,33.3,17.2,4.7,7.6,400,30,1.0,N2,255.3,0.1862,0.0495,0.1367,2.9,43.8,4.6,1.94,42.1,1.26,0.721,8.4,None,0.0,0.0,151.4,146.5,30.2,69.9,1.02,5.0,2.0,50,4,30
DP-0917,Long_2024,10.1016/j.chemosphere.2024.141584,Oak wood,Woody,21.1,32.1,26.9,6.5,9.3,500,10,2.0,N2,308.2,0.1849,0.0582,0.1267,2.4,60.0,2.3,1.47,26.9,0.46,0.336,9.1,Fe-loading,11.2,0.0,122.4,138.1,45.3,85.2,1.91,6.0,2.0,200,4,25
DP-0918,Sun_2022,10.1016/j.scitotenv.2022.154668,Peanut shell,Agricultural,33.3,28.0,24.4,11.1,6.1,600,5,3.0,N2,377.3,0.281,0.1562,0.1248,3.0,54.3,3.2,1.39,35.0,0.707,0.483,9.5,MgO,0.0,0.51,135.4,109.9,60.7,81.2,3.4,6.5,0.5,100,24,25
DP-0919,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Hickory wood,Woody,39.8,15.5,24.2,8.7,6.5,500,5,0.5,Ar,399.2,0.2722,0.1126,0.1596,2.7,57.0,4.3,3.12,29.1,0.905,0.383,8.3,None,0.0,0.0,111.5,114.1,43.0,67.0,3.19,8.0,4.0,100,4,30
DP-0920,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Peanut shell,Agricultural,49.2,20.4,19.0,3.3,14.4,650,5,4.0,N2,348.4,0.2069,0.0625,0.1444,2.4,56.7,2.0,1.72,25.2,0.423,0.333,10.3,None,0.0,0.0,132.0,99.7,23.3,71.7,2.5,6.0,0.5,100,24,25
DP-0921,Sun_2022,10.1016/j.scitotenv.2022.154668,Wheat straw,Agricultural,31.0,40.0,27.9,4.7,1.2,450,5,1.0,N2,189.1,0.1696,0.0369,0.1327,3.6,54.1,3.7,1.82,39.2,0.821,0.543,7.1,None,0.0,0.0,114.6,140.3,36.4,64.8,1.86,8.0,2.0,10,4,25
DP-0922,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Sugarcane bagasse,Agricultural,50.7,30.6,17.9,6.1,10.5,500,10,0.5,CO2,259.0,0.1659,0.0285,0.1374,2.6,51.1,4.3,0.74,33.4,1.01,0.49,9.4,None,0.0,0.0,150.9,108.9,43.2,55.0,1.5,4.0,2.0,50,6,25
DP-0923,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Wheat straw,Agricultural,52.8,31.4,25.9,9.1,7.5,550,15,1.0,N2,331.8,0.2378,0.1372,0.1006,2.9,64.2,3.4,1.28,23.6,0.636,0.276,9.4,None,0.0,0.0,149.6,89.9,44.0,71.6,2.37,5.5,2.0,200,2,30
DP-0924,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Rice husk,Agricultural,29.9,26.4,15.0,9.9,6.0,450,10,2.0,N2,328.9,0.1624,0.0672,0.0952,2.0,45.4,5.2,1.16,42.2,1.374,0.697,8.2,None,0.0,0.0,143.9,115.8,40.4,95.2,2.09,5.0,5.0,100,48,30
DP-0925,Ma_2023,10.1016/j.seppur.2022.122521,Eucalyptus,Woody,28.8,28.0,28.7,9.9,6.8,500,20,3.0,N2,299.0,0.1709,0.045,0.1259,2.3,55.0,4.1,6.66,27.4,0.895,0.374,8.9,Base-treatment,0.0,0.22,136.1,69.9,46.7,62.8,3.06,8.0,2.0,200,6,50
DP-0926,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Bamboo,Woody,53.7,29.4,21.4,9.9,10.0,750,10,3.0,N2,415.0,0.2573,0.0659,0.1914,2.5,71.0,2.2,2.07,14.7,0.372,0.155,10.1,Base-treatment,0.0,2.0,117.7,69.8,9.6,62.7,2.92,6.0,2.0,200,1,20
DP-0927,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Sewage sludge,Waste,48.6,24.5,8.2,8.0,4.9,750,5,1.0,N2,503.6,0.2568,0.0654,0.1914,2.0,68.6,2.1,0.36,24.0,0.367,0.262,9.2,None,0.0,0.0,114.3,114.0,46.1,54.8,2.57,6.0,5.0,50,4,20
DP-0928,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Cotton stalk,Agricultural,35.7,28.5,21.1,6.5,5.9,600,10,1.0,N2,450.2,0.2606,0.1202,0.1404,2.3,61.5,4.8,2.66,25.1,0.937,0.306,8.3,None,0.0,0.0,103.6,85.2,40.7,57.9,3.97,5.0,2.0,50,6,25
DP-0929,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Corn stover,Agricultural,40.1,40.0,21.4,12.1,7.4,450,5,4.0,N2,218.3,0.1394,0.038,0.1014,2.6,60.0,4.1,2.59,25.9,0.82,0.324,9.2,Base-treatment,0.0,1.0,153.5,90.0,20.0,82.6,2.41,6.0,4.0,20,12,35
DP-0930,Long_2024,10.1016/j.chemosphere.2024.141584,Wheat straw,Agricultural,45.9,12.1,26.0,10.3,19.3,500,30,3.0,N2,354.4,0.1651,0.0257,0.1394,1.9,58.8,4.0,0.6,17.3,0.816,0.221,9.2,MgO,0.0,0.51,92.9,77.4,26.1,35.9,2.47,6.5,4.0,10,1,50
